text,emotion_names,emotions_emojis,true_explanations
"Jab se mujhe promotion mil gaya, mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mujhe promotion mil gaya'}
Waqt guzarta gaya aur mera result acha aaya ki wajah se khushi badhti gayi. Waqt guzarta gaya aur mera phone kho gaya ki wajah se gham badhti gayi.,"['khushi', 'gham']","khushi 😊, gham 😢","{'khushi': 'kyunke mera result acha aaya', 'gham': 'kyunke mera phone kho gaya'}"
gussa ka sabab yeh tha ke kisi ne unfair treat kiya.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne unfair treat kiya'}
Waqt guzarta gaya aur news bohat different thi ki wajah se hairani badhti gayi.,['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Mujhe lagta hai ke emotional gana suna, aur is wajah se jazbaat mein aana ho rahi hai.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
"Mujhe lagta hai ke kisi ne dil se baat ki, aur is wajah se jazbaat mein aana ho rahi hai. Pehli baar result ka intezar tha aur uss lamhe mein mujhe ghabrahat mehsoos hui.","['jazbaat mein aana', 'ghabrahat']","jazbaat mein aana 🥺, ghabrahat 😰","{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki', 'ghabrahat': 'kyunke result ka intezar tha'}"
"Waqt guzarta gaya aur raat bhar kuch ajeeb sapne aaye ki wajah se bechaini badhti gayi. Jab se dost ne baat karna chhor diya, mein udaasi mehsoos kar raha hoon.","['bechaini', 'udaasi']","bechaini 😟, udaasi 😞","{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
"Mein dil se connect mehsoos hua ke baare mein soch raha tha, is liye mohabbat mehsoos hui.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil se connect mehsoos hua'}
"Jab se kisi ne jhoot bola, mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
"Mujhe lagta hai ke mehnat ki hai, aur is wajah se umeed ho rahi hai.",['umeed'],umeed 🌈,{'umeed': 'kyunke mehnat ki hai'}
"Mujhe lagta hai ke koi baar baar tang kar raha tha, aur is wajah se gussa ho rahi hai.",['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
"udaasi ka sabab yeh tha ke akela mehsoos kar raha tha. Mujhe lagta hai ke unexpected call aaya, aur is wajah se ghabrahat ho rahi hai.","['udaasi', 'ghabrahat']","udaasi 😞, ghabrahat 😰","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'ghabrahat': 'kyunke unexpected call aaya'}"
Waqt guzarta gaya aur emotional gana suna ki wajah se jazbaat mein aana badhti gayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
"Waqt guzarta gaya aur koi baar baar tang kar raha tha ki wajah se gussa badhti gayi. Kal purani diary mili tha, aur mujhe jazbaat mein aana ka ehsaas hua.","['gussa', 'jazbaat mein aana']","gussa 😠, jazbaat mein aana 🥺","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'jazbaat mein aana': 'kyunke purani diary mili'}"
ghabrahat tab mehsoos hui jab presentation deni thi.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke presentation deni thi'}
"Aaj mein woh muskurayi, is liye mein mohabbat mehsoos kar raha hoon.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
mohabbat tab mehsoos hui jab dil se connect mehsoos hua.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil se connect mehsoos hua'}
"Pehli baar network baar baar ja raha tha aur uss lamhe mein mujhe gussa mehsoos hui. Jab se dost achanak mil gaya, mein hairani mehsoos kar raha hoon.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke network baar baar ja raha tha', 'hairani': 'kyunke dost achanak mil gaya'}"
"Aaj mein raat bhar neend nahi aayi, is liye mein bechaini mehsoos kar raha hoon. Waqt guzarta gaya aur purani diary mili ki wajah se jazbaat mein aana badhti gayi.","['bechaini', 'jazbaat mein aana']","bechaini 😟, jazbaat mein aana 🥺","{'bechaini': 'kyunke raat bhar neend nahi aayi', 'jazbaat mein aana': 'kyunke purani diary mili'}"
dost achanak mil gaya ke baad mera dil hairani se bhar gaya.,['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
"udaasi ka sabab yeh tha ke dost ne baat karna chhor diya. Mujhe lagta hai ke dil se connect mehsoos hua, aur is wajah se mohabbat ho rahi hai.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke dost ne baat karna chhor diya', 'mohabbat': 'kyunke dil se connect mehsoos hua'}"
"Mein kisi apne ne dhoka diya ke baare mein soch raha tha, is liye gham mehsoos hui.",['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
bechaini ka sabab yeh tha ke raat bhar neend nahi aayi.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar neend nahi aayi'}
"Jab se kisi apne ne dhoka diya, mein gham mehsoos kar raha hoon. udaasi tab mehsoos hui jab yaadein satane lagi.","['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke kisi apne ne dhoka diya', 'udaasi': 'kyunke yaadein satane lagi'}"
bechaini ka sabab yeh tha ke kisi ka reply nahi aaya.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
"Waqt guzarta gaya aur raat bhar neend nahi aayi ki wajah se bechaini badhti gayi. Aaj mein birthday par sab ne wish kiya, is liye mein khushi mehsoos kar raha hoon.","['bechaini', 'khushi']","bechaini 😟, khushi 😊","{'bechaini': 'kyunke raat bhar neend nahi aayi', 'khushi': 'kyunke birthday par sab ne wish kiya'}"
"Kal unexpected call aaya tha, aur mujhe ghabrahat ka ehsaas hua.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke unexpected call aaya'}
"Mein sab theek hojayega ke baare mein soch raha tha, is liye umeed mehsoos hui.",['umeed'],umeed 🌈,{'umeed': 'kyunke sab theek hojayega'}
"Pehli baar naye logon se milna tha aur uss lamhe mein mujhe ghabrahat mehsoos hui. Jab se emotional gana suna, mein jazbaat mein aana mehsoos kar raha hoon.","['ghabrahat', 'jazbaat mein aana']","ghabrahat 😰, jazbaat mein aana 🥺","{'ghabrahat': 'kyunke naye logon se milna tha', 'jazbaat mein aana': 'kyunke emotional gana suna'}"
hairani ka sabab yeh tha ke mera naam announce hua.,['hairani'],hairani 😮,{'hairani': 'kyunke mera naam announce hua'}
gussa tab mehsoos hui jab kisi ne unfair treat kiya.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne unfair treat kiya'}
Waqt guzarta gaya aur dil uski taraf khinchta hai ki wajah se mohabbat badhti gayi.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
"Jab se mujhe promotion mil gaya, mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mujhe promotion mil gaya'}
"Aaj mein raat bhar neend nahi aayi, is liye mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar neend nahi aayi'}
"gussa tab mehsoos hui jab kisi ne unfair treat kiya. Aaj mein naye logon se milna tha, is liye mein ghabrahat mehsoos kar raha hoon.","['gussa', 'ghabrahat']","gussa 😠, ghabrahat 😰","{'gussa': 'kyunke kisi ne unfair treat kiya', 'ghabrahat': 'kyunke naye logon se milna tha'}"
"Kal unexpected call aaya tha, aur mujhe ghabrahat ka ehsaas hua. Mujhe lagta hai ke koi baar baar tang kar raha tha, aur is wajah se gussa ho rahi hai.","['ghabrahat', 'gussa']","ghabrahat 😰, gussa 😠","{'ghabrahat': 'kyunke unexpected call aaya', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
"Jab se interview cancel hogaya, mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
"Kal interview cancel hogaya tha, aur mujhe bechaini ka ehsaas hua. Aaj mein dil se connect mehsoos hua, is liye mein mohabbat mehsoos kar raha hoon.","['bechaini', 'mohabbat']","bechaini 😟, mohabbat ❤️","{'bechaini': 'kyunke interview cancel hogaya', 'mohabbat': 'kyunke dil se connect mehsoos hua'}"
"Mein birthday par sab ne wish kiya ke baare mein soch raha tha, is liye khushi mehsoos hui. hairani ka sabab yeh tha ke kisi ne propose kiya.","['khushi', 'hairani']","khushi 😊, hairani 😮","{'khushi': 'kyunke birthday par sab ne wish kiya', 'hairani': 'kyunke kisi ne propose kiya'}"
Pehli baar woh har baat samajh leti hai aur uss lamhe mein mujhe mohabbat mehsoos hui.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh har baat samajh leti hai'}
"Mujhe lagta hai ke interview cancel hogaya, aur is wajah se bechaini ho rahi hai.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
"Mein raat bhar kuch ajeeb sapne aaye ke baare mein soch raha tha, is liye bechaini mehsoos hui.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}
"Mujhe lagta hai ke kisi ne bura kaha, aur is wajah se gham ho rahi hai.",['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
Pehli baar kisi ne unfair treat kiya aur uss lamhe mein mujhe gussa mehsoos hui. Waqt guzarta gaya aur akela mehsoos kar raha hoon ki wajah se udaasi badhti gayi.,"['gussa', 'udaasi']","gussa 😠, udaasi 😞","{'gussa': 'kyunke kisi ne unfair treat kiya', 'udaasi': 'kyunke akela mehsoos kar raha hoon'}"
"Pehli baar old memories yaad aayi aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui. Mein acha response mila ke baare mein soch raha tha, is liye umeed mehsoos hui.","['jazbaat mein aana', 'umeed']","jazbaat mein aana 🥺, umeed 🌈","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'umeed': 'kyunke acha response mila'}"
"Mujhe lagta hai ke dost ne achanak gift diya, aur is wajah se hairani ho rahi hai.",['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
"traffic bohat tha ke baad mera dil gussa se bhar gaya. Jab se result ka intezar tha, mein ghabrahat mehsoos kar raha hoon.","['gussa', 'ghabrahat']","gussa 😠, ghabrahat 😰","{'gussa': 'kyunke traffic bohat tha', 'ghabrahat': 'kyunke result ka intezar tha'}"
"hairani ka sabab yeh tha ke unexpected result aaya. Mein yaadein satane lagi ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['hairani', 'udaasi']","hairani 😮, udaasi 😞","{'hairani': 'kyunke unexpected result aaya', 'udaasi': 'kyunke yaadein satane lagi'}"
"Aaj mein mujhe kuch samaj nahi aa raha tha, is liye mein bechaini mehsoos kar raha hoon. Kal naye moka mila tha, aur mujhe umeed ka ehsaas hua.","['bechaini', 'umeed']","bechaini 😟, umeed 🌈","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'umeed': 'kyunke naye moka mila'}"
traffic bohat tha ke baad mera dil gussa se bhar gaya.,['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
khushi tab mehsoos hui jab family surprise party di.,['khushi'],khushi 😊,{'khushi': 'kyunke family surprise party di'}
"Mujhe lagta hai ke interview cancel hogaya, aur is wajah se bechaini ho rahi hai. Mein traffic bohat tha ke baare mein soch raha tha, is liye gussa mehsoos hui.","['bechaini', 'gussa']","bechaini 😟, gussa 😠","{'bechaini': 'kyunke interview cancel hogaya', 'gussa': 'kyunke traffic bohat tha'}"
mujhe kuch samaj nahi aa raha tha ke baad mera dil bechaini se bhar gaya. Waqt guzarta gaya aur sab theek hojayega ki wajah se umeed badhti gayi.,"['bechaini', 'umeed']","bechaini 😟, umeed 🌈","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'umeed': 'kyunke sab theek hojayega'}"
"Waqt guzarta gaya aur acha response mila ki wajah se umeed badhti gayi. Jab se result ka intezar tha, mein ghabrahat mehsoos kar raha hoon.","['umeed', 'ghabrahat']","umeed 🌈, ghabrahat 😰","{'umeed': 'kyunke acha response mila', 'ghabrahat': 'kyunke result ka intezar tha'}"
"Jab se kisi ka reply nahi aaya, mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
hairani tab mehsoos hui jab news bohat different thi.,['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Mein old memories yaad aayi ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui. gham ka sabab yeh tha ke kisi apne ne dhoka diya.","['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke old memories yaad aayi', 'gham': 'kyunke kisi apne ne dhoka diya'}"
Pehli baar naye moka mila aur uss lamhe mein mujhe umeed mehsoos hui.,['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"paper mushkil tha ke baad mera dil ghabrahat se bhar gaya. Jab se kisi ne dil ki baat boli, mein jazbaat mein aana mehsoos kar raha hoon.","['ghabrahat', 'jazbaat mein aana']","ghabrahat 😰, jazbaat mein aana 🥺","{'ghabrahat': 'kyunke paper mushkil tha', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
Pehli baar kisi ne dil se baat ki aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}
"Mein news bohat different thi ke baare mein soch raha tha, is liye hairani mehsoos hui. Pehli baar raat bhar neend nahi aayi aur uss lamhe mein mujhe bechaini mehsoos hui.","['hairani', 'bechaini']","hairani 😮, bechaini 😟","{'hairani': 'kyunke news bohat different thi', 'bechaini': 'kyunke raat bhar neend nahi aayi'}"
"Jab se mein ne apna goal achieve kiya, mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
Waqt guzarta gaya aur mera dost mujh se naraz hogaya ki wajah se gham badhti gayi. Waqt guzarta gaya aur paper mushkil tha ki wajah se ghabrahat badhti gayi.,"['gham', 'ghabrahat']","gham 😢, ghabrahat 😰","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'ghabrahat': 'kyunke paper mushkil tha'}"
"Aaj mein meri dost se mulaqat hui, is liye mein khushi mehsoos kar raha hoon.",['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
"Jab se meri dost se mulaqat hui, mein khushi mehsoos kar raha hoon. mohabbat ka sabab yeh tha ke woh muskurayi.","['khushi', 'mohabbat']","khushi 😊, mohabbat ❤️","{'khushi': 'kyunke meri dost se mulaqat hui', 'mohabbat': 'kyunke woh muskurayi'}"
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon. presentation deni thi ke baad mera dil ghabrahat se bhar gaya.","['bechaini', 'ghabrahat']","bechaini 😟, ghabrahat 😰","{'bechaini': 'kyunke kisi ka reply nahi aaya', 'ghabrahat': 'kyunke presentation deni thi'}"
"Kal kisi ne ignore kiya tha, aur mujhe udaasi ka ehsaas hua. Pehli baar kisi ne dil ki baat boli aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.","['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke kisi ne ignore kiya', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Waqt guzarta gaya aur raat bhar kuch ajeeb sapne aaye ki wajah se bechaini badhti gayi. Mein interview tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.","['bechaini', 'ghabrahat']","bechaini 😟, ghabrahat 😰","{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye', 'ghabrahat': 'kyunke interview tha'}"
"Mein pet mar gaya ke baare mein soch raha tha, is liye gham mehsoos hui. Mein mujhe promotion mil gaya ke baare mein soch raha tha, is liye khushi mehsoos hui.","['gham', 'khushi']","gham 😢, khushi 😊","{'gham': 'kyunke pet mar gaya', 'khushi': 'kyunke mujhe promotion mil gaya'}"
"Aaj mein mujhe kuch samaj nahi aa raha tha, is liye mein bechaini mehsoos kar raha hoon. Aaj mein result ka intezar tha, is liye mein ghabrahat mehsoos kar raha hoon.","['bechaini', 'ghabrahat']","bechaini 😟, ghabrahat 😰","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'ghabrahat': 'kyunke result ka intezar tha'}"
Pehli baar kisi ne jhoot bola aur uss lamhe mein mujhe gussa mehsoos hui.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
"Kal network baar baar ja raha tha tha, aur mujhe gussa ka ehsaas hua. Jab se raat bhar kuch ajeeb sapne aaye, mein bechaini mehsoos kar raha hoon.","['gussa', 'bechaini']","gussa 😠, bechaini 😟","{'gussa': 'kyunke network baar baar ja raha tha', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
ghar ki yaad aayi ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke ghar ki yaad aayi'}
jazbaat mein aana tab mehsoos hui jab old memories yaad aayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
ghabrahat tab mehsoos hui jab paper mushkil tha.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
"Mujhe lagta hai ke acha response mila, aur is wajah se umeed ho rahi hai. Waqt guzarta gaya aur kisi ka reply nahi aaya ki wajah se bechaini badhti gayi.","['umeed', 'bechaini']","umeed 🌈, bechaini 😟","{'umeed': 'kyunke acha response mila', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
"Mein dost ne baat karna chhor diya ke baare mein soch raha tha, is liye udaasi mehsoos hui.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
old memories yaad aayi ke baad mera dil jazbaat mein aana se bhar gaya.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
Waqt guzarta gaya aur akela mehsoos kar raha tha ki wajah se udaasi badhti gayi. jazbaat mein aana tab mehsoos hui jab purani diary mili.,"['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'jazbaat mein aana': 'kyunke purani diary mili'}"
"Kal kisi ne pyar bhari baat ki tha, aur mujhe mohabbat ka ehsaas hua. ghabrahat tab mehsoos hui jab presentation deni thi.","['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'ghabrahat': 'kyunke presentation deni thi'}"
"Mujhe lagta hai ke unexpected result aaya, aur is wajah se hairani ho rahi hai. Aaj mein result ka intezar tha, is liye mein ghabrahat mehsoos kar raha hoon.","['hairani', 'ghabrahat']","hairani 😮, ghabrahat 😰","{'hairani': 'kyunke unexpected result aaya', 'ghabrahat': 'kyunke result ka intezar tha'}"
ghabrahat tab mehsoos hui jab interview tha.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke interview tha'}
"Mein woh muskurayi ke baare mein soch raha tha, is liye mohabbat mehsoos hui.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
sab theek hojayega ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke sab theek hojayega'}
gussa ka sabab yeh tha ke kisi ne jhoot bola.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
Pehli baar yaadein satane lagi aur uss lamhe mein mujhe udaasi mehsoos hui.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
umeed tab mehsoos hui jab naye moka mila.,['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
Pehli baar birthday par sab ne wish kiya aur uss lamhe mein mujhe khushi mehsoos hui. umeed ka sabab yeh tha ke sab theek hojayega.,"['khushi', 'umeed']","khushi 😊, umeed 🌈","{'khushi': 'kyunke birthday par sab ne wish kiya', 'umeed': 'kyunke sab theek hojayega'}"
"Kal kisi ne unfair treat kiya tha, aur mujhe gussa ka ehsaas hua.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne unfair treat kiya'}
sab theek hojayega ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke sab theek hojayega'}
"Mein dil se connect mehsoos hua ke baare mein soch raha tha, is liye mohabbat mehsoos hui. Waqt guzarta gaya aur kisi ne bura kaha ki wajah se gham badhti gayi.","['mohabbat', 'gham']","mohabbat ❤️, gham 😢","{'mohabbat': 'kyunke dil se connect mehsoos hua', 'gham': 'kyunke kisi ne bura kaha'}"
Pehli baar uski aankhon mein kuch baat thi aur uss lamhe mein mujhe mohabbat mehsoos hui.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}
"Mein mera result acha aaya ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
